Gene,transcript_length,NTG-7,NTG-8,NTG-9,NTG-10,AD-16,AD-17,AD-18,AD-19,AD-20,AD-CP2-21,AD-CP2-22,AD-CP2-23,AD-CP2-24,AD-CP2-25
Gm5416,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24801,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010005H15Rik,639,11,4,1,2,2,13,5,8,7,4,6,5,9,3
Gm10813,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24569,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stfa1,418,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Gm23306,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4758,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25254,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24437,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC117090,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25465,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC100530,790,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Gm15845,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24218,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22349,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stfa2,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22263,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25903,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stfa3,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casr,4718,39,53,57,158,25,208,140,135,67,127,103,143,125,80
Gm25902,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd86,3661,192,115,166,159,380,483,527,609,546,432,504,353,378,278
Ildr1,4296,86,42,61,43,25,63,70,36,68,50,29,55,70,44
Slc15a2,7360,3056,2793,2357,3507,2832,2601,4282,2667,2706,2405,2958,2920,3232,3115
Gm8425,769,47,28,21,11,24,24,7,29,24,21,15,17,16,31
Gm22617,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eaf2,4370,107,64,91,91,88,77,134,120,93,92,112,108,109,88
Iqcb1,5387,2391,1627,1796,2106,1999,2162,2858,1933,2194,2058,2213,2028,2692,1979
Golgb1,12639,12011,9718,11695,13441,13506,12779,15658,11657,15083,13101,12981,11836,17221,13878
4930565N06Rik,2416,102,60,82,91,96,72,87,112,84,96,107,62,126,101
Hcls1,2525,415,313,352,399,684,849,1089,1054,1044,889,879,672,837,547
Fbxo40,5517,143,63,113,92,21,101,147,125,96,126,134,115,150,89
Polq,9685,307,225,329,297,378,248,325,327,266,298,325,216,355,330
Stxbp5l,8521,6066,4777,5277,6253,5318,5260,5244,3980,5405,4608,4334,4910,7020,5897
Gm15665,847,41,11,21,12,9,8,5,20,15,16,11,2,12,15
Gtf2e1,6285,1703,1142,1348,1529,1500,1662,1931,1440,1713,1531,1614,1304,1784,1285
Rabl3,6369,699,480,587,609,742,726,893,622,758,639,731,482,660,540
Hgd,2615,11,0,4,4,2,5,2,2,11,0,2,4,4,2
Ndufb4,1170,2646,1758,1882,2042,1854,2028,2495,1716,1757,1686,1939,1733,2068,1359
Fstl1,4914,4502,2939,3258,3794,3110,3677,5986,4050,4202,4079,4144,3493,4694,3442
Gm15724,442,2,4,0,1,0,1,3,0,3,1,3,1,2,0
n-R5s34,116,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lrrc58,8604,10659,8656,10353,11264,11266,10353,13268,9897,11650,11045,10767,9037,12921,10476
Gm15725,1090,1708,1414,1781,1823,1752,1630,1859,1581,1757,1734,1632,1399,1939,1682
Gpr156,4581,175,120,168,170,95,100,196,157,130,159,132,111,242,150
Gm25140,140,0,0,0,1,0,1,0,2,0,1,0,0,1,0
Gsk3b,9831,20243,16957,19401,23444,22860,20119,27938,18573,22983,22237,20813,19907,28088,21937
Gm25617,133,9,6,0,0,1,0,2,0,0,0,5,1,2,6
Gm27931,129,2,2,0,1,1,0,2,1,3,1,0,0,7,2
Nr1i2,2553,3,6,2,3,0,1,6,2,2,4,2,4,4,2
Maats1,4534,179,201,126,221,214,419,277,214,194,226,255,125,230,222
Maats1os,326,16,35,20,27,17,64,31,12,41,33,32,15,26,31
Cox17,5773,3852,2520,3006,3061,3152,3300,3864,2920,2819,2858,3205,2807,3276,2382
Gm21987,456,3259,2085,2401,2394,2519,2766,3287,2428,2309,2270,2551,2331,2575,1832
Popdc2,2360,29,20,33,23,24,24,35,18,23,12,33,38,26,25
Pla1a,1972,66,56,32,49,91,91,98,64,74,54,81,56,94,76
Adprh,1583,5966,4511,5947,7044,5824,6274,7419,5441,6120,5884,6347,5596,6970,5014
D930030I03Rik,920,42,17,26,32,41,24,26,46,42,30,34,18,26,23
Cd80,1701,25,13,28,16,39,30,34,61,67,44,36,54,46,26
Timmdc1,1784,1369,946,1166,1286,1178,1338,1600,1117,1149,1164,1230,1055,1547,1090
Gm15953,1732,37,20,35,35,21,24,28,29,25,33,40,10,25,54
Poglut1,4658,5018,3512,4044,4849,4035,4804,6239,4396,4559,4430,4615,4135,5559,4142
Tmem39a,4094,768,571,666,727,797,797,985,709,798,874,1017,609,1075,816
Gm17103,549,80,50,57,82,94,87,119,53,80,71,112,63,89,62
Arhgap31,11141,3127,2151,2502,2885,2960,3253,4175,3203,3561,3439,3154,2547,4215,2983
Gm15530,555,3,7,3,1,0,2,5,5,0,5,5,5,4,11
B4galt4,3032,1672,1263,1494,1656,1423,1668,1910,1570,1570,1584,1622,1388,1999,1216
Gm15575,1581,7,8,18,7,8,10,13,13,11,8,14,6,3,5
Upk1b,1769,163,130,145,181,237,239,247,192,293,226,277,119,194,102
4930435E12Rik,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15803,394,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Gm15802,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igsf11,3620,2294,2054,2293,2918,2756,2862,3656,2730,2868,2811,2733,2279,3135,2540
Gm22500,99,4,4,2,4,5,4,5,16,12,4,7,7,10,5
Gm24795,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8609,998,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lsamp,17213,34032,26362,29699,37844,23403,30527,39404,28897,32305,32415,31080,29896,39314,31633
RP23-148D9.1,43,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Gm22543,94,4,1,0,2,1,0,2,4,0,1,0,1,1,1
RP23-469N16.1,439,9,8,3,10,0,1,0,1,2,8,2,6,6,9
Gm27887,102,6,3,2,3,1,0,2,1,5,7,0,3,3,1
Gm27717,151,1,2,0,0,0,0,2,2,0,3,0,0,1,0
Gm26381,92,0,0,0,1,0,0,4,4,1,2,0,0,2,2
Gm27587,163,2,0,0,0,1,1,0,3,0,6,2,0,4,0
Gm28750,658,12,8,4,2,0,6,2,7,2,8,4,6,6,4
Gap43,1523,13525,9470,11542,15017,14141,14415,17340,11646,14264,13136,14069,13823,16606,12722
Mir6540,108,0,0,1,0,0,0,0,1,1,2,0,0,2,1
4932412D23Rik,5091,2,2,4,0,14,1,10,2,1,5,9,0,9,6
Zbtb20,30730,18239,14380,18312,20688,18360,17469,21727,18931,19955,22860,18774,13524,21554,18810
BC002163,319,893,628,721,794,802,827,1028,671,779,748,750,665,907,557
Gm25873,107,3,2,0,0,2,0,0,0,0,0,0,0,0,3
Gm15712,1156,2,6,0,0,2,2,0,2,0,4,3,4,2,2
RP23-357P12.2,347,0,0,0,0,0,0,3,3,0,0,0,2,4,0
Gm15711,535,8,4,4,2,2,0,0,2,4,2,0,2,3,0
Gm9968,2990,14,19,28,6,10,13,22,15,14,12,9,15,29,26
Gm15713,1546,14,6,10,5,5,6,5,11,4,7,5,2,7,14
Mir568,83,88,91,139,121,115,132,158,111,119,153,125,52,142,127
Tigit,963,3,1,0,0,6,3,7,1,1,8,4,1,3,2
Drd3,1455,17,4,10,31,284,37,21,6,6,24,21,29,47,25
Gm25996,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26074,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qtrtd1,4629,1171,826,1025,1254,1308,1103,1445,1093,1262,1072,1266,930,1520,1194
Gm25989,133,0,4,0,2,0,0,0,2,0,1,4,1,0,4
2610015P09Rik,4230,480,373,426,448,513,535,561,462,454,515,520,398,666,477
Zdhhc23,1389,571,522,652,744,610,592,632,558,739,664,541,578,949,741
Gramd1c,3627,154,114,110,162,134,255,269,197,182,245,228,137,252,172
Mir3470b,126,2,2,2,1,1,1,1,0,2,0,0,2,1,4
Atp6v1a,6044,53292,41525,48161,57906,44619,60147,66489,45494,62198,49805,49856,47996,66984,48622
Naa50,4648,7147,5574,6148,7486,6502,7342,9035,6440,7624,6895,7340,6452,8665,6669
Gm608,13050,6703,5565,6644,7144,8105,6986,7838,6004,7947,6988,6673,5652,9438,7327
Sidt1,5623,3080,2939,3675,4210,3342,4184,3624,3025,4555,3589,3550,3029,5441,3867
Gm26732,2771,264,221,288,296,275,352,212,178,305,248,258,230,381,301
Spice1,5416,992,724,907,1026,944,988,1107,881,986,970,959,836,1163,942
Cfap44,8493,410,560,350,733,597,1238,749,565,542,658,716,279,751,753
Boc,4456,1851,1375,1485,1448,1503,2049,1942,1548,2075,1643,1845,1254,2068,1746
Mir3081,84,1,2,0,0,5,0,4,0,1,2,2,0,1,1
BC027231,5741,896,657,787,969,866,999,1086,781,973,923,953,710,985,824
Gtpbp8,3527,2676,1852,2103,2683,2385,2766,3230,2306,2533,2558,2549,2274,2898,2252
Cd200r1,2034,38,34,39,47,49,62,64,52,64,61,49,55,52,37
Cd200r4,2045,24,8,4,6,69,120,153,85,90,108,114,69,72,78
Cd200r2,1750,1,8,2,0,1,6,7,6,8,2,7,2,7,0
Cd200r3,5984,3,1,3,4,3,5,8,2,2,3,7,2,3,1
Ccdc80,4140,542,479,432,481,552,418,639,444,632,514,484,497,750,605
Slc35a5,8105,3845,3080,3939,3989,4388,4634,5822,3937,4262,4155,4586,3086,4443,3398
Atg3,3154,3452,2552,2884,3327,3032,3301,3825,2830,3101,3203,3094,2751,3611,2831
Gm6030,402,42,41,45,39,40,23,59,52,37,51,46,35,56,66
Btla,3257,21,13,43,40,56,60,102,54,80,50,62,25,30,53
Cd200,3321,6823,5393,7103,8292,6579,8046,10119,6463,8098,7239,7108,6588,9057,6521
Gm5406,766,2,5,5,4,22,10,6,6,10,6,8,5,10,8
Gm609,4404,8,10,24,6,29,42,31,27,39,17,21,14,14,23
Gm16011,2662,26,2,10,12,32,17,7,16,15,22,29,8,10,14
Gm6903,1366,0,1,0,0,2,0,0,0,0,0,0,0,0,0
Slc9c1,4057,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Gcsam,3424,0,0,2,0,2,0,1,2,0,4,0,4,2,0
BC016579,2192,60,41,26,27,22,38,52,38,45,30,27,33,58,40
Tmprss7,2837,130,99,105,102,161,157,217,151,119,140,173,119,141,128
Tagln3,1240,16513,12630,15199,16654,15583,17399,22901,15498,16551,17030,17005,13989,17977,12336
Abhd10,3710,1583,1211,1514,1546,1569,1752,2501,1743,1732,1783,1777,1418,1738,1394
Gm15591,627,205,160,248,197,236,230,343,235,236,292,221,195,273,199
Phldb2,7577,833,629,486,657,536,755,1088,696,684,856,997,521,1115,749
Gm15640,527,2,2,0,4,4,7,15,2,5,10,6,0,4,8
Gm15638,4906,9,7,26,7,6,10,8,8,14,13,16,5,10,11
Plcxd2,7140,13099,10558,12979,13366,8922,12398,15001,10963,13274,12180,11642,11212,16924,12396
Gm24754,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd96,2184,0,0,13,7,6,14,17,13,12,12,6,3,4,7
Gm4737,2081,361,237,279,365,161,338,416,301,160,291,280,293,350,234
Gm26297,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pvrl3,12747,2398,2325,2581,2814,1968,2796,2833,2440,2762,2716,2830,2197,3174,2411
Gm6912,544,0,0,0,0,0,1,0,0,0,0,0,0,2,1
Gm24651,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25318,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25339,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7275,744,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Gm7204,600,216,111,132,141,135,143,200,147,115,169,170,127,158,111
Dppa4,1534,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Dppa2,1948,0,3,4,0,0,2,4,2,4,1,0,3,8,2
n-R5s36,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morc1,3050,9,0,0,4,0,2,6,2,8,4,0,0,2,8
Trat1,684,6,5,4,10,24,15,13,12,12,6,7,9,14,8
Retnlb,695,4,6,2,2,0,3,0,2,0,2,0,0,0,0
Retnla,598,5,4,2,4,2,2,1,2,1,4,0,7,2,1
Retnlg,608,4,4,0,28,12,12,7,6,2,4,3,6,11,4
Dzip3,9081,10737,7547,8517,10580,8979,9545,11751,8481,9745,9650,9442,9196,12227,9025
Gm22576,104,2,0,3,0,4,3,2,0,4,2,4,2,3,2
C330027C09Rik,5688,352,217,284,295,324,274,424,287,269,268,274,343,387,302
Myh15,6340,175,139,201,158,165,193,257,217,191,187,195,142,186,139
1700026J12Rik,1155,0,0,0,0,2,0,1,0,0,0,0,0,0,0
Gm5407,747,0,0,0,0,0,0,0,0,0,1,2,0,0,0
Gm6931,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ift57,2862,2601,2215,2345,2938,2748,2600,2870,1894,2656,2381,2461,2364,3058,2266
Gm15518,2108,489,430,464,605,489,513,567,383,490,466,427,423,617,422
Gm16619,1210,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Cd47,5277,14369,11587,12852,16821,13686,11252,14968,10292,13411,12171,11982,13412,19371,14531
AC107830.1,1815,4640,3709,4145,5457,4316,3555,5269,3484,4337,4238,4100,4259,6227,4726
Gm8824,990,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bbx,14205,3474,2512,2816,4000,3888,3501,3960,3127,3500,3424,3541,3088,4594,3626
G730013B05Rik,2788,6,9,16,6,13,14,12,9,9,19,14,12,13,18
Ccdc54,1296,0,0,0,0,2,0,0,0,0,0,0,2,2,0
Gm9575,1339,105,65,100,119,89,117,149,87,102,113,100,102,119,85
5330426P16Rik,4679,776,508,593,669,962,939,1087,834,936,901,981,567,978,718
Mir6363,114,36,24,33,32,68,50,53,45,60,43,43,27,46,37
1700116B05Rik,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24925,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6767,1381,14,12,14,10,14,10,11,18,11,12,18,7,15,14
Cblb,6323,2085,1628,2139,2397,1811,2052,2601,1969,2243,2294,2017,1852,2639,2161
Gm23513,133,0,0,0,0,0,0,2,0,0,1,0,0,0,1
Alcam,7121,12063,9950,10208,13042,19338,13556,14835,10851,11416,12902,12701,10955,15506,11086
Gm25723,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22459,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25041,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25853,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23180,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22977,107,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Zpld1,2697,16,12,27,15,8,24,27,41,24,16,17,14,13,17
Mir5118,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23003,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26369,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nfkbiz,5018,439,331,498,451,466,483,658,608,578,590,542,426,580,552
Nxpe3,6430,2959,2100,2710,3204,2261,2903,3962,2741,2688,3084,3120,2717,3591,2832
Cep97,9163,2423,1655,1982,2475,2477,2216,3253,2320,2677,2380,2461,1900,2895,2503
Rpl24,1030,7092,4916,5324,5660,6300,6659,8583,5865,5825,5478,5901,5407,6064,4530
Gm28037,611,7181,5011,5396,5798,6395,6755,8627,5926,5974,5569,5935,5524,6207,4647
2310061J03Rik,1350,839,707,829,968,786,924,998,725,856,670,745,802,1068,792
Zbtb11,7440,5938,4315,5425,6066,6107,5944,6998,4880,5941,5348,5401,5243,7478,5588
Pcnp,3115,10460,7996,9070,10501,9556,10646,13345,9289,10302,9937,10090,9257,11886,8965
Trmt10c,3002,1273,1020,1010,1026,1140,1142,1418,915,1085,1023,1154,1011,1216,857
Gm22422,135,0,0,0,4,2,1,0,2,1,3,2,1,0,0
Gm24047,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senp7,5287,3522,2745,3126,3716,3375,3316,4073,2888,3440,3287,3386,3061,4392,3234
Impg2,9275,78,54,75,60,95,101,72,54,54,64,84,59,88,67
Abi3bp,4735,381,279,364,277,1318,307,377,269,319,299,361,354,372,322
Tfg,2292,4569,3190,3910,4570,4215,4546,5826,3909,4365,4258,4341,3926,5717,4056
Gpr128,2698,0,0,1,2,0,0,2,0,1,0,0,0,0,0
Gm15693,637,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tmem45a,3056,97,76,79,85,86,87,149,90,49,92,119,47,54,67
Gm15839,612,0,2,2,1,0,0,0,0,1,0,0,6,0,1
Gm15840,943,1,0,0,1,0,0,0,0,0,1,0,0,0,1
Tmem45a2,3067,4,12,2,14,9,8,7,6,4,10,16,8,7,11
Tomm70a,3778,16757,13700,14664,18540,24733,17417,19887,13779,16443,15470,16020,16040,21158,15024
Nit2,1280,643,503,500,615,726,628,760,556,629,696,656,573,726,528
Gm16892,1726,479,379,449,492,585,546,672,442,483,439,480,427,665,439
Tbc1d23,3648,3040,2287,2678,3053,3463,3173,3825,2666,2994,2840,2884,2665,3796,2789
Tmem30c,3948,19,12,30,14,19,17,31,24,34,21,21,16,36,22
Gm26800,349,5,0,2,6,6,1,3,8,4,2,3,0,3,6
Cmss1,930,624,503,608,611,693,675,672,522,632,561,586,478,646,468
Filip1l,5335,351,245,255,292,263,372,571,282,345,354,352,314,466,395
Col8a1,5108,374,636,287,806,262,1133,713,354,735,835,797,343,920,697
Gm24039,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-210I15.1,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-269B2.1,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930461C15Rik,1302,12,3,7,24,11,8,4,20,12,16,8,10,17,12
Dcbld2,8401,3206,2402,2620,3259,2962,3400,4135,3133,3123,3386,3308,2852,4230,3302
St3gal6,6080,2058,1636,1674,1918,1811,2316,3249,2257,2146,2343,2482,1886,2581,2043
Gm813,702,0,0,0,0,0,0,2,2,3,0,0,0,2,0
E330017A01Rik,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cpox,3186,4213,3048,3440,4418,3576,4009,5222,3573,4434,3658,3904,3092,4817,3611
Gpr15,1290,87,53,53,92,12,67,24,17,17,72,57,42,69,66
Cldn25,2563,5371,3984,4601,5170,4660,4960,6794,4637,4881,4845,5029,4333,5651,4868
Gm27564,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26019,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr172,1089,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Olfr173,1164,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Olfr175-ps1,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr177,930,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Olfr178,960,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Olfr180,1142,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Olfr181,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr183,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr186,1005,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Olfr187,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr190,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr191,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr192,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr193,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr194,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr195,995,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Olfr196,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr197,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr198,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr199,931,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Olfr201,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr202,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr203,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr204,918,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Olfr205,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr206,1005,2,0,0,0,0,0,0,0,0,0,0,0,7,0
Olfr209,918,0,0,0,0,2,0,0,0,0,0,0,0,2,0
Gabrr3,1656,5,5,0,10,7,3,2,2,4,2,1,4,10,2
1700022E09Rik,666,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Mina,5290,749,519,718,787,977,956,1072,867,894,884,799,697,1074,708
Crybg3,7488,945,621,766,779,1513,928,1284,911,878,1037,916,740,1095,953
Gm9581,2870,288,163,163,253,500,260,328,198,255,258,288,163,299,271
Arl6,2098,2232,1663,1473,1872,1957,1903,2274,1561,1780,1657,1830,1599,2069,1360
Epha6,5289,3686,3469,3793,4806,2662,3805,3158,3012,4354,3575,3340,3674,4831,3863
Gm24755,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4660,403,9,10,17,12,11,16,13,10,10,19,8,2,6,8
Gm9017,881,297,264,290,338,192,296,255,249,310,239,246,267,315,248
Gm27001,936,0,0,6,0,2,0,1,1,0,0,0,0,0,2
Gm27784,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm17065,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23852,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm17054,259,0,1,1,0,0,0,0,0,0,0,0,0,0,0
n-R5s37,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9027,661,8,4,6,3,5,3,11,7,11,3,6,1,4,3
Gm17192,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24164,104,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Gm9816,1414,735,601,715,787,760,801,842,581,667,652,698,629,855,631
Nsun3,4816,1059,832,911,989,835,923,1368,927,1004,958,971,970,1074,841
Arl13b,5087,989,811,792,827,986,834,1226,910,962,869,917,703,1116,920
Gm25986,68,0,1,4,0,0,0,0,0,0,4,1,0,2,2
Stx19,2812,34,25,34,43,55,33,26,35,29,36,29,24,29,61
Pros1,4088,1290,938,1145,1195,1843,2183,3056,2587,2587,2442,2459,1631,2291,1744
Epha3,5659,773,680,978,920,653,899,824,532,754,849,727,650,909,710
Gm22769,98,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Csnka2ip,1336,1,1,2,0,2,4,0,1,0,0,5,2,0,5
4930453N24Rik,5948,1805,1466,1725,1927,1847,1886,2228,1460,1829,1673,1816,1479,2247,1732
Zfp654,4741,2308,1716,1860,2228,2211,1893,2604,1811,2229,2075,2096,1846,2351,1967
Cggbp1,4522,5543,4450,4907,6167,5617,5707,7501,4939,5868,5525,6017,4932,7029,5391
Gm9061,1006,0,2,3,0,1,0,2,5,0,0,0,0,1,0
Gm23374,84,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Htr1f,2509,145,160,168,149,363,190,207,131,205,140,154,154,254,231
Gm22429,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23659,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pou1f1,3891,1,0,1,0,0,0,1,2,6,0,0,4,2,4
Chmp2b,1838,3814,3011,3285,4338,3840,4295,4809,3293,4334,3786,3898,3326,4735,3406
Vgll3,3322,376,248,236,522,120,425,420,358,292,462,353,281,552,437
Gm22217,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22448,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cadm2,9809,20226,20626,21465,26638,23728,22701,25333,18412,22792,22850,21854,20616,27950,22119
1700010K23Rik,376,1421,1410,1638,1982,1735,1652,1801,1302,1693,1677,1597,1489,2067,1660
Gm20469,3839,162,121,106,105,162,73,119,170,145,124,121,99,137,157
4933411O13Rik,2063,0,4,2,5,2,0,12,4,0,7,5,4,0,10
Gm15828,522,5,13,10,14,10,6,13,7,13,6,3,6,6,14
Gm24681,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23591,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speer2,1165,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Gbe1,5352,1096,849,877,1236,964,1053,1471,941,1043,1054,1165,1181,1299,937
Gm24968,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22797,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robo1,7563,4610,3480,4757,5507,5599,4141,5926,4299,4759,5230,4981,4435,6143,4809
Gm25699,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robo2,16516,7465,7189,8469,9672,10254,8712,9784,7268,10216,8684,8261,7819,12028,8929
Gm24272,98,4,0,0,0,0,1,0,0,0,0,0,0,0,0
Gm22163,135,0,0,2,0,1,0,0,0,2,0,0,0,0,0
Gm26307,126,2,0,0,2,2,2,0,1,1,0,0,0,2,0
Gm26937,1008,29,16,14,13,17,7,8,38,20,29,25,26,21,25
Lipi,2192,0,4,2,0,0,2,2,0,4,3,10,0,8,0
Rbm11,2754,667,513,531,587,534,684,972,635,717,623,723,620,777,618
Gm15553,430,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hspa13,5894,4761,3892,4211,5214,4444,5104,6148,4240,5009,4619,4893,4426,6061,4347
Gm22923,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15554,913,1,0,0,0,0,2,0,0,2,0,0,0,2,2
Samsn1,4534,124,67,110,144,340,503,548,544,436,444,544,336,327,227
Gm15555,220,0,0,0,0,0,0,0,0,0,0,0,0,0,3
RP23-359A23.2,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22268,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26915,748,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nrip1,11457,3947,2944,3981,4031,3539,3742,4788,3383,4175,4159,3641,3391,5207,3827
Gm9843,504,2323,1605,2151,2236,2660,2863,3285,2341,2374,2264,2363,1973,2326,1930
1700063K16Rik,1203,0,1,2,0,0,1,0,0,0,0,0,0,0,0
1700041M19Rik,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usp25,4412,3434,2716,3159,3427,3081,3466,4475,3089,3315,3564,3249,2845,4161,3293
Mir99ahg,14045,462,259,328,313,297,262,484,396,298,376,435,242,361,308
RP23-428H16.1,3297,22,16,16,16,9,7,18,12,8,17,10,20,22,23
RP23-239I17.2,652,3,6,2,0,0,1,3,6,2,8,3,0,0,6
Gm21816,3106,39,27,23,10,12,12,20,23,13,14,34,26,24,30
RP23-239I17.3,1274,174,105,137,128,75,142,191,148,138,142,137,122,120,155
